canonical_universe_id,source_row_ids,player_id,player_name,normalized_name,position,nfl_team,age,age_source,player_type,availability_status,rank_source,dynasty_rank,rookie_rank,frozen_baseline_rank,candidate_rank,unified_display_rank,unified_display_rank_source,tier,tier_source,outcome_context,outcome_status,market_match_status,dp_1qb_value,dp_market_rank,nwr_vs_market_gap,data_quality_status,manual_review_flag,review_status,consolidation_status,consolidation_confidence,conflict_flags,caveats,source_layers,source_files,app_wiring_allowed,model_input_allowed
consolidated-9511,veteran-9511,9511,Keaton Mitchell,keaton mitchell,RB,LAC,24.4,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,220,,,,220,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,69,213.9,6.1,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|shifted_header_expected_player_header_inferred|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | shifted header expected player header inferred | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-12544,veteran-12544,12544,LeQuint Allen,lequint allen,RB,JAX,21.9,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,221,,,,221,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,7,312.9,-91.9,GREEN,false,READY,SINGLE_SOURCE,NOT_APPLICABLE,,"missing_stats_first_component_evidence|missing_efficiency_context_evidence|missing_stats_first_confidence_cap|missing_lifecycle_or_role_shape_evidence | Need stats-first component evidence. | missing efficiency context evidence | missing stats first confidence cap | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-4219,veteran-4219,4219,Jeremy McNichols,jeremy mcnichols,RB,WAS,30.5,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,222,,,,222,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,3,354.4,-132.4,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|rb_dynasty_age_curve_after_27_active|rb_dynasty_age_curve_30_plus_active|rb_age_cliff_guardrail_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | rb dynasty age curve after 27 active | rb dynasty age curve 30 plus active | rb age cliff guardrail active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-4988,veteran-4988,4988,Nick Chubb,nick chubb,RB,UNKNOWN,Not enough information,Not enough information,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,223,,,,223,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,6,316,-93,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|rb_dynasty_age_curve_after_27_active|rb_dynasty_age_curve_30_plus_active|rb_age_cliff_guardrail_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_status_no_team | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | rb dynasty age curve after 27 active | rb dynasty age curve 30 plus active | rb age cliff guardrail active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Local RotoWire source verifies no current NFL team; do not invent a team. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-11576,veteran-11576,11576,Braelon Allen,braelon allen,RB,NYJ,22.4,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,224,,,,224,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,88,203.4,20.6,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|shifted_header_expected_player_header_inferred|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | shifted header expected player header inferred | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-9225,veteran-9225,9225,Tank Bigsby,tank bigsby,RB,PHI,24.8,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,225,,,,225,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,70,213.5,11.5,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-2505,veteran-2505; frozen-2505,2505,Darren Waller,darren waller,TE,UNKNOWN,33.8,DynastyProcess display fallback,VETERAN,dropped_legal_draftable,FULL_DYNASTY_RANK,226,,66,226,226,FULL_DYNASTY_RANK,Tier 4 - Manual Review / Discount Only,Frozen Baseline,TE T12=21%,SUPPORTED,MATCHED,3,348,-282,MANUAL_REVIEW,true,REVIEW_NEEDED,CONSOLIDATED,HIGH,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|no_premium_te_replacement_level_cap|te_upper_band_guard_v2_te_exception_gate_not_met|te_no_premium_age_curve_after_30_active|te_age_33_plus_cliff_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_status_no_team | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | no premium te replacement level cap | te upper band guard v2 te exception gate not met | te no premium age curve after 30 active | te age 33 plus cliff active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Local RotoWire source verifies no current NFL team; do not invent a team. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate; veteran_trust_status=Capped Score; nfl_team_unknown; Tim/Master manual dropped-veterans source for first live-test candidate. Exact local identity match: Darren Waller. NFL team unavailable in local player universe; manual review required. Tim approved NFL free-agent status with blank/UNKNOWN team acceptable 2026-06-20. Sleeper transaction evidence showed completed drop. | Capped Score | sleeper_match; dynastyprocess_crosswalk_candidate | Frozen baseline/checkpoint row only.",Veteran Full Dynasty Layer; Frozen Baseline Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-11583,veteran-11583,11583,Jonathon Brooks,jonathon brooks,RB,CAR,22.9,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,227,,,,227,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,832,107.9,119.1,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-11581,veteran-11581,11581,MarShawn Lloyd,marshawn lloyd,RB,GB,25.5,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,228,,,,228,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,18,271.3,-43.3,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|missing_first_down_high_value_evidence|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | missing first down high value evidence | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-12457,veteran-12457,12457,Jaydon Blue,jaydon blue,RB,DAL,22.4,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,229,,,,229,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,16,276.4,-47.4,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|shifted_header_expected_player_header_inferred|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | shifted header expected player header inferred | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
